iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"6701","NEC CORP","Information Technology","Equity","2,155,070.30","0.04","2,155,070.30","76,000.00","28.36","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","2,154,231.52","0.04","2,154,231.52","3,856.00","558.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","2,145,869.01","0.04","2,145,869.01","56,118.00","38.24","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"PRU","PRUDENTIAL PLC","Financials","Equity","2,136,474.81","0.04","2,136,474.81","173,399.00","12.32","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"CCO","CAMECO CORP","Energy","Equity","2,132,336.87","0.04","2,132,336.87","29,856.00","71.42","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","2,122,297.92","0.04","2,122,297.92","13,968.00","151.94","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","2,122,643.30","0.04","2,122,643.30","13,985.00","151.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","2,116,579.70","0.04","2,116,579.70","16,070.00","131.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","2,115,226.94","0.04","2,115,226.94","8,062.00","262.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","2,110,988.88","0.04","2,110,988.88","13,572.00","155.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","2,110,316.19","0.04","2,110,316.19","10,663.00","197.91","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"DXCM","DEXCOM INC","Health Care","Equity","2,109,392.04","0.04","2,109,392.04","25,238.00","83.58","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","2,096,147.04","0.04","2,096,147.04","28,488.00","73.58","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","2,088,603.13","0.04","2,088,603.13","19,373.00","107.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","2,082,597.88","0.04","2,082,597.88","13,166.00","158.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","2,080,907.10","0.04","2,080,907.10","23,545.00","88.38","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","2,060,057.30","0.04","2,060,057.30","36,695.00","56.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","2,043,633.92","0.04","2,043,633.92","5,168.00","395.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNV","FRANCO NEVADA CORP","Materials","Equity","2,037,909.20","0.04","2,037,909.20","12,431.00","163.94","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"8002","MARUBENI CORP","Industrials","Equity","2,036,581.15","0.04","2,036,581.15","100,400.00","20.28","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","2,035,309.15","0.04","2,035,309.15","8,904.00","228.58","Germany","Xetra","USD","0.85","EUR","-"
"ASSA B","ASSA ABLOY B","Industrials","Equity","2,035,385.87","0.04","2,035,385.87","65,189.00","31.22","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"ANSS","ANSYS INC","Information Technology","Equity","2,033,783.18","0.04","2,033,783.18","5,758.00","353.21","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","2,025,612.30","0.04","2,025,612.30","46,110.00","43.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","2,021,908.63","0.04","2,021,908.63","37,561.00","53.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","2,022,090.21","0.04","2,022,090.21","6,537.00","309.33","United States","NASDAQ","USD","1.00","USD","-"
"CBK","COMMERZBANK AG","Financials","Equity","2,012,365.03","0.04","2,012,365.03","62,163.00","32.37","Germany","Xetra","USD","0.85","EUR","-"
"PCG","PG&E CORP","Utilities","Equity","2,010,642.80","0.04","2,010,642.80","143,720.00","13.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","1,996,334.50","0.04","1,996,334.50","67,330.00","29.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","1,991,607.95","0.04","1,991,607.95","27,301.00","72.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAYN","BAYER AG","Health Care","Equity","1,989,747.85","0.04","1,989,747.85","64,158.00","31.01","Germany","Xetra","USD","0.85","EUR","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","1,965,756.35","0.04","1,965,756.35","11,939.00","164.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","1,965,549.87","0.04","1,965,549.87","5,221.00","376.47","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","1,964,984.84","0.04","1,964,984.84","6,454.00","304.46","United States","NASDAQ","USD","1.00","USD","-"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","1,961,526.12","0.04","1,961,526.12","89,600.00","21.89","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","1,954,754.55","0.04","1,954,754.55","1,500.00","1,303.17","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","1,945,890.60","0.04","1,945,890.60","35,290.00","55.14","United States","NASDAQ","USD","1.00","USD","-"
"NTR","NUTRIEN LTD","Materials","Equity","1,934,366.27","0.04","1,934,366.27","32,368.00","59.76","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"NOKIA","NOKIA","Information Technology","Equity","1,930,747.78","0.04","1,930,747.78","372,389.00","5.18","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","Jan 01, 1998"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","1,928,255.30","0.04","1,928,255.30","211,508.00","9.12","Australia","Asx - All Markets","USD","1.52","AUD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","1,927,652.72","0.04","1,927,652.72","19,352.00","99.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","1,921,552.78","0.04","1,921,552.78","7,882.00","243.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6301","KOMATSU LTD","Industrials","Equity","1,921,151.19","0.04","1,921,151.19","59,300.00","32.40","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ORA","ORANGE SA","Communication","Equity","1,918,725.19","0.04","1,918,725.19","122,966.00","15.60","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","Jan 01, 1998"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","1,907,332.45","0.04","1,907,332.45","121,997.00","15.63","Australia","Asx - All Markets","USD","1.52","AUD","-"
"BMW","BMW AG","Consumer Discretionary","Equity","1,901,999.99","0.04","1,901,999.99","20,439.00","93.06","Germany","Xetra","USD","0.85","EUR","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","1,887,921.12","0.04","1,887,921.12","11,406.00","165.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","1,887,286.00","0.04","1,887,286.00","9,343.00","202.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","1,880,205.55","0.04","1,880,205.55","27,065.00","69.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","1,874,486.36","0.04","1,874,486.36","1,861.00","1,007.25","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"ASM","ASM INTERNATIONAL NV","Information Technology","Equity","1,863,957.88","0.04","1,863,957.88","3,052.00","610.73","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","1,860,240.03","0.04","1,860,240.03","43,131.00","43.13","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","1,846,790.47","0.04","1,846,790.47","8,323.00","221.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","1,842,104.94","0.04","1,842,104.94","13,949.00","132.06","United States","NASDAQ","USD","1.00","USD","-"
"HO","THALES SA","Industrials","Equity","1,821,044.40","0.04","1,821,044.40","6,494.00","280.42","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","1,817,292.54","0.04","1,817,292.54","28,878.00","62.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","1,805,813.82","0.04","1,805,813.82","10,386.00","173.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAP","CAPGEMINI","Information Technology","Equity","1,803,173.80","0.04","1,803,173.80","10,546.00","170.98","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","1,802,658.22","0.04","1,802,658.22","238,300.00","7.56","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"FER","FERROVIAL","Industrials","Equity","1,802,902.11","0.04","1,802,902.11","34,214.00","52.69","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","1,799,758.48","0.04","1,799,758.48","15,608.00","115.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","1,792,078.80","0.04","1,792,078.80","7,276.00","246.30","United States","NASDAQ","USD","1.00","USD","-"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","1,789,397.33","0.04","1,789,397.33","181,300.00","9.87","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"EBS","ERSTE GROUP BANK AG","Financials","Equity","1,785,087.86","0.04","1,785,087.86","21,246.00","84.02","Austria","Wiener Boerse Ag","USD","0.85","EUR","-"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","1,780,874.32","0.04","1,780,874.32","27,362.00","65.09","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Equity","1,779,584.50","0.04","1,779,584.50","96,792.00","18.39","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"SSE","SSE PLC","Utilities","Equity","1,774,469.40","0.04","1,774,469.40","71,902.00","24.68","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"VRSN","VERISIGN INC","Information Technology","Equity","1,770,521.56","0.04","1,770,521.56","6,278.00","282.02","United States","NASDAQ","USD","1.00","USD","-"
"8591","ORIX CORP","Financials","Equity","1,769,276.17","0.04","1,769,276.17","77,500.00","22.83","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","1,764,856.38","0.04","1,764,856.38","14,882.00","118.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8630","SOMPO HOLDINGS INC","Financials","Equity","1,763,793.79","0.04","1,763,793.79","59,800.00","29.49","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"6146","DISCO CORP","Information Technology","Equity","1,761,957.99","0.04","1,761,957.99","6,200.00","284.19","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","1,760,853.91","0.04","1,760,853.91","12,403.00","141.97","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","1,755,635.52","0.04","1,755,635.52","7,376.00","238.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","1,753,583.00","0.04","1,753,583.00","31,370.00","55.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","1,747,366.25","0.03","1,747,366.25","82,229.00","21.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAMPO","SAMPO CLASS A","Financials","Equity","1,745,814.89","0.03","1,745,814.89","163,427.00","10.68","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","1,739,543.48","0.03","1,739,543.48","100,174.00","17.37","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"RIO","RIO TINTO LTD","Materials","Equity","1,738,327.55","0.03","1,738,327.55","24,455.00","71.08","Australia","Asx - All Markets","USD","1.52","AUD","Jan 02, 1985"
"HUBS","HUBSPOT INC","Information Technology","Equity","1,735,797.58","0.03","1,735,797.58","3,179.00","546.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","1,731,087.05","0.03","1,731,087.05","10,722.00","161.45","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","1,731,565.35","0.03","1,731,565.35","118,700.00","14.59","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"GEBN","GEBERIT AG","Industrials","Equity","1,726,108.01","0.03","1,726,108.01","2,214.00","779.63","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"DTE","DTE ENERGY","Utilities","Equity","1,724,453.28","0.03","1,724,453.28","13,196.00","130.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","1,720,824.60","0.03","1,720,824.60","35,842.00","48.01","Germany","Xetra","USD","0.85","EUR","-"
"DOV","DOVER CORP","Industrials","Equity","1,717,809.50","0.03","1,717,809.50","9,130.00","188.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","1,718,013.29","0.03","1,718,013.29","7,231.00","237.59","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","1,712,483.55","0.03","1,712,483.55","12,205.00","140.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","1,712,023.00","0.03","1,712,023.00","1,420.00","1,205.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","1,709,072.20","0.03","1,709,072.20","220.00","7,768.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","1,706,800.48","0.03","1,706,800.48","17,876.00","95.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIC B","ERICSSON B","Information Technology","Equity","1,702,996.99","0.03","1,702,996.99","199,031.00","8.56","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","Jan 01, 1998"
"7751","CANON INC","Information Technology","Equity","1,694,726.61","0.03","1,694,726.61","59,100.00","28.68","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","1,691,719.92","0.03","1,691,719.92","14,652.00","115.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","1,686,155.76","0.03","1,686,155.76","9,522.00","177.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DANSKE","DANSKE BANK","Financials","Equity","1,685,787.92","0.03","1,685,787.92","41,717.00","40.41","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"VNA","VONOVIA SE","Real Estate","Equity","1,684,890.50","0.03","1,684,890.50","48,751.00","34.56","Germany","Xetra","USD","0.85","EUR","-"
"6902","DENSO CORP","Consumer Discretionary","Equity","1,681,352.54","0.03","1,681,352.54","125,600.00","13.39","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AMRZ","AMRIZE AG","Materials","Equity","1,679,223.44","0.03","1,679,223.44","34,024.00","49.35","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"RWE","RWE AG","Utilities","Equity","1,674,686.88","0.03","1,674,686.88","39,477.00","42.42","Germany","Xetra","USD","0.85","EUR","-"
"ML","MICHELIN","Consumer Discretionary","Equity","1,671,066.11","0.03","1,671,066.11","44,783.00","37.31","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","1,671,343.34","0.03","1,671,343.34","34,291.00","48.74","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","1,670,713.28","0.03","1,670,713.28","150,244.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","1,667,479.00","0.03","1,667,479.00","850.00","1,961.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSIS B","NOVOZYMES B","Materials","Equity","1,663,405.41","0.03","1,663,405.41","23,337.00","71.28","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","1,661,598.80","0.03","1,661,598.80","28,540.00","58.22","United States","NASDAQ","USD","1.00","USD","-"
"AV.","AVIVA PLC","Financials","Equity","1,661,939.87","0.03","1,661,939.87","201,749.00","8.24","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"HPQ","HP INC","Information Technology","Equity","1,654,400.00","0.03","1,654,400.00","64,000.00","25.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
